metatype	system_or_gold	cluster1	cluster2	similarity
Entity	gold	cluster-NILE20012	cluster-NILE20004	0
Entity	gold	cluster-NILE20012	cluster-NILE20005	0
Entity	gold	cluster-NILE20012	cluster-NILE20006	0
Entity	gold	cluster-NILE20012	cluster-NILE20007	0
Entity	gold	cluster-NILE20012	cluster-NILE20008	0
Entity	gold	cluster-NILE20012	cluster-NILE20009	0
Entity	gold	cluster-NILE20012	cluster-NILE20010	0
Entity	gold	cluster-NILE20012	cluster-NILE20011	0
Entity	gold	cluster-NILE20012	cluster-NILE20012	1
Entity	gold	cluster-NILE20012	cluster-NILE20013	0
Entity	gold	cluster-NILE20012	cluster-NILE20014	0
Entity	gold	cluster-NILE20012	cluster-NILE20015	0
Entity	gold	cluster-NILE20012	cluster-NILE20016	0
Entity	gold	cluster-NILE20012	cluster-NILE20017	0
Entity	gold	cluster-NILE20012	cluster-NILE20018	0
Entity	gold	cluster-NILE20012	cluster-NILE20019	0
Entity	gold	cluster-NILE20012	cluster-NILE20020	0
Entity	gold	cluster-NILE20012	cluster-NILE20021	0
Entity	gold	cluster-NILE20012	cluster-NILE20022	0
Entity	gold	cluster-NILE20012	cluster-NILE20023	0
Entity	gold	cluster-NILE20013	cluster-NILE20001	0
Entity	gold	cluster-NILE20013	cluster-NILE20002	0
Entity	gold	cluster-NILE20013	cluster-NILE20003	0
Entity	gold	cluster-NILE20013	cluster-NILE20004	0
Entity	gold	cluster-NILE20013	cluster-NILE20005	0
Entity	gold	cluster-NILE20013	cluster-NILE20006	0
Entity	gold	cluster-NILE20013	cluster-NILE20007	0
Entity	gold	cluster-NILE20013	cluster-NILE20008	0
Entity	gold	cluster-NILE20013	cluster-NILE20009	0
Entity	gold	cluster-NILE20013	cluster-NILE20010	0
Entity	gold	cluster-NILE20013	cluster-NILE20011	0
Entity	gold	cluster-NILE20013	cluster-NILE20012	0
Entity	gold	cluster-NILE20013	cluster-NILE20013	1
Entity	gold	cluster-NILE20013	cluster-NILE20014	0
Entity	gold	cluster-NILE20013	cluster-NILE20015	0
Entity	gold	cluster-NILE20013	cluster-NILE20016	0
Entity	gold	cluster-NILE20013	cluster-NILE20017	0
Entity	gold	cluster-NILE20013	cluster-NILE20018	0
Entity	gold	cluster-NILE20013	cluster-NILE20019	0
Entity	gold	cluster-NILE20013	cluster-NILE20020	0
Entity	gold	cluster-NILE20013	cluster-NILE20021	0
Entity	gold	cluster-NILE20013	cluster-NILE20022	0
Entity	gold	cluster-NILE20013	cluster-NILE20023	0
Entity	gold	cluster-NILE20014	cluster-NILE20001	0
Entity	gold	cluster-NILE20014	cluster-NILE20002	0
Entity	gold	cluster-NILE20014	cluster-NILE20003	0
Entity	gold	cluster-NILE20014	cluster-NILE20004	0
Entity	gold	cluster-NILE20014	cluster-NILE20005	0
Entity	gold	cluster-NILE20014	cluster-NILE20006	0
Entity	gold	cluster-NILE20014	cluster-NILE20007	0
Entity	gold	cluster-NILE20014	cluster-NILE20008	0
Entity	gold	cluster-NILE20014	cluster-NILE20009	0
Entity	gold	cluster-NILE20014	cluster-NILE20010	0
Entity	gold	cluster-NILE20014	cluster-NILE20011	0
Entity	gold	cluster-NILE20014	cluster-NILE20012	0
Entity	gold	cluster-NILE20014	cluster-NILE20013	0
Entity	gold	cluster-NILE20014	cluster-NILE20014	1
Entity	gold	cluster-NILE20014	cluster-NILE20015	0
Entity	gold	cluster-NILE20014	cluster-NILE20016	0
Entity	gold	cluster-NILE20014	cluster-NILE20017	0
Entity	gold	cluster-NILE20014	cluster-NILE20018	0
Entity	gold	cluster-NILE20014	cluster-NILE20019	0
Entity	gold	cluster-NILE20014	cluster-NILE20020	0
Entity	gold	cluster-NILE20014	cluster-NILE20021	0
Entity	gold	cluster-NILE20014	cluster-NILE20022	0
Entity	gold	cluster-NILE20014	cluster-NILE20023	0
Entity	gold	cluster-NILE20015	cluster-NILE20001	0
Entity	gold	cluster-NILE20015	cluster-NILE20002	0
Entity	gold	cluster-NILE20015	cluster-NILE20003	0
Entity	gold	cluster-NILE20015	cluster-NILE20004	0
Entity	gold	cluster-NILE20015	cluster-NILE20005	0
Entity	gold	cluster-NILE20015	cluster-NILE20006	0
Entity	gold	cluster-NILE20015	cluster-NILE20007	0
Entity	gold	cluster-NILE20015	cluster-NILE20008	0
Entity	gold	cluster-NILE20015	cluster-NILE20009	0
Entity	gold	cluster-NILE20015	cluster-NILE20010	0
Entity	gold	cluster-NILE20015	cluster-NILE20011	0
Entity	gold	cluster-NILE20015	cluster-NILE20012	0
Entity	gold	cluster-NILE20015	cluster-NILE20013	0
Entity	gold	cluster-NILE20015	cluster-NILE20014	0
Entity	gold	cluster-NILE20015	cluster-NILE20015	3
Entity	gold	cluster-NILE20015	cluster-NILE20016	0
Entity	gold	cluster-NILE20015	cluster-NILE20017	0
Entity	gold	cluster-NILE20015	cluster-NILE20018	0
Entity	gold	cluster-NILE20015	cluster-NILE20019	0
Entity	gold	cluster-NILE20015	cluster-NILE20020	0
Entity	gold	cluster-NILE20015	cluster-NILE20021	0
Entity	gold	cluster-NILE20015	cluster-NILE20022	0
Entity	gold	cluster-NILE20015	cluster-NILE20023	0
Entity	gold	cluster-NILE20016	cluster-NILE20001	0
Entity	gold	cluster-NILE20016	cluster-NILE20002	0
Entity	gold	cluster-NILE20016	cluster-NILE20003	0
Entity	gold	cluster-NILE20016	cluster-NILE20004	0
Entity	gold	cluster-NILE20016	cluster-NILE20005	0
Entity	gold	cluster-NILE20016	cluster-NILE20006	0
Entity	gold	cluster-NILE20016	cluster-NILE20007	0
Entity	gold	cluster-NILE20016	cluster-NILE20008	0
Entity	gold	cluster-NILE20016	cluster-NILE20009	0
Entity	gold	cluster-NILE20016	cluster-NILE20010	0
Entity	gold	cluster-NILE20016	cluster-NILE20011	0
Entity	gold	cluster-NILE20016	cluster-NILE20012	0
Entity	gold	cluster-NILE20016	cluster-NILE20013	0
Entity	gold	cluster-NILE20016	cluster-NILE20014	0
Entity	gold	cluster-NILE20016	cluster-NILE20015	0
Entity	gold	cluster-NILE20016	cluster-NILE20016	1
Entity	gold	cluster-NILE20016	cluster-NILE20017	0
Entity	gold	cluster-NILE20016	cluster-NILE20018	0
Entity	gold	cluster-NILE20016	cluster-NILE20019	0
Entity	gold	cluster-NILE20016	cluster-NILE20020	0
Entity	gold	cluster-NILE20016	cluster-NILE20021	0
Entity	gold	cluster-NILE20016	cluster-NILE20022	0
Entity	gold	cluster-NILE20016	cluster-NILE20023	0
Entity	gold	cluster-NILE20017	cluster-NILE20001	0
Entity	gold	cluster-NILE20017	cluster-NILE20002	0
Entity	gold	cluster-NILE20017	cluster-NILE20003	0
Entity	gold	cluster-NILE20017	cluster-NILE20004	0
Entity	gold	cluster-NILE20017	cluster-NILE20005	0
Entity	gold	cluster-NILE20017	cluster-NILE20006	0
Entity	gold	cluster-NILE20017	cluster-NILE20007	0
Entity	gold	cluster-NILE20017	cluster-NILE20008	0
Entity	gold	cluster-NILE20017	cluster-NILE20009	0
Entity	gold	cluster-NILE20017	cluster-NILE20010	0
Entity	gold	cluster-NILE20017	cluster-NILE20011	0
Entity	gold	cluster-NILE20017	cluster-NILE20012	0
Entity	gold	cluster-NILE20017	cluster-NILE20013	0
Entity	gold	cluster-NILE20017	cluster-NILE20014	0
Entity	gold	cluster-NILE20017	cluster-NILE20015	0
Entity	gold	cluster-NILE20017	cluster-NILE20016	0
Entity	gold	cluster-NILE20017	cluster-NILE20017	1
Entity	gold	cluster-NILE20017	cluster-NILE20018	0
Entity	gold	cluster-NILE20017	cluster-NILE20019	0
Entity	gold	cluster-NILE20017	cluster-NILE20020	0
Entity	gold	cluster-NILE20017	cluster-NILE20021	0
Entity	gold	cluster-NILE20017	cluster-NILE20022	0
Entity	gold	cluster-NILE20017	cluster-NILE20023	0
Entity	gold	cluster-NILE20018	cluster-NILE20001	0
Entity	gold	cluster-NILE20018	cluster-NILE20002	0
Entity	gold	cluster-NILE20018	cluster-NILE20003	0
Entity	gold	cluster-NILE20018	cluster-NILE20004	0
Entity	gold	cluster-NILE20018	cluster-NILE20005	0
Entity	gold	cluster-NILE20018	cluster-NILE20006	0
Entity	gold	cluster-NILE20018	cluster-NILE20007	0
Entity	gold	cluster-NILE20018	cluster-NILE20008	0
Entity	gold	cluster-NILE20018	cluster-NILE20009	0
Entity	gold	cluster-NILE20018	cluster-NILE20010	0
Entity	gold	cluster-NILE20018	cluster-NILE20011	0
Entity	gold	cluster-NILE20018	cluster-NILE20012	0
Entity	gold	cluster-NILE20018	cluster-NILE20013	0
Entity	gold	cluster-NILE20018	cluster-NILE20014	0
Entity	gold	cluster-NILE20018	cluster-NILE20015	0
Entity	gold	cluster-NILE20018	cluster-NILE20016	0
Entity	gold	cluster-NILE20018	cluster-NILE20017	0
Entity	gold	cluster-NILE20018	cluster-NILE20018	2
Entity	gold	cluster-NILE20018	cluster-NILE20019	0
Entity	gold	cluster-NILE20018	cluster-NILE20020	0
Entity	gold	cluster-NILE20018	cluster-NILE20021	0
Entity	gold	cluster-NILE20018	cluster-NILE20022	0
Entity	gold	cluster-NILE20018	cluster-NILE20023	0
Entity	gold	cluster-NILE20019	cluster-NILE20001	0
Entity	gold	cluster-NILE20019	cluster-NILE20002	0
Entity	gold	cluster-NILE20019	cluster-NILE20003	0
Entity	gold	cluster-NILE20019	cluster-NILE20004	0
Entity	gold	cluster-NILE20019	cluster-NILE20005	0
Entity	gold	cluster-NILE20019	cluster-NILE20006	0
Entity	gold	cluster-NILE20019	cluster-NILE20007	0
Entity	gold	cluster-NILE20019	cluster-NILE20008	0
Entity	gold	cluster-NILE20019	cluster-NILE20009	0
Entity	gold	cluster-NILE20019	cluster-NILE20010	0
Entity	gold	cluster-NILE20019	cluster-NILE20011	0
Entity	gold	cluster-NILE20019	cluster-NILE20012	0
Entity	gold	cluster-NILE20019	cluster-NILE20013	0
Entity	gold	cluster-NILE20019	cluster-NILE20014	0
Entity	gold	cluster-NILE20019	cluster-NILE20015	0
Entity	gold	cluster-NILE20019	cluster-NILE20016	0
Entity	gold	cluster-NILE20019	cluster-NILE20017	0
Entity	gold	cluster-NILE20019	cluster-NILE20018	0
Entity	gold	cluster-NILE20019	cluster-NILE20019	1
Entity	gold	cluster-NILE20019	cluster-NILE20020	0
Entity	gold	cluster-NILE20019	cluster-NILE20021	0
Entity	gold	cluster-NILE20019	cluster-NILE20022	0
Entity	gold	cluster-NILE20019	cluster-NILE20023	0
Entity	gold	cluster-NILE20020	cluster-NILE20001	0
Entity	gold	cluster-NILE20020	cluster-NILE20002	0
Entity	gold	cluster-NILE20020	cluster-NILE20003	0
Entity	gold	cluster-NILE20020	cluster-NILE20004	0
Entity	gold	cluster-NILE20020	cluster-NILE20005	0
Entity	gold	cluster-NILE20020	cluster-NILE20006	0
Entity	gold	cluster-NILE20020	cluster-NILE20007	0
Entity	gold	cluster-NILE20020	cluster-NILE20008	0
Entity	gold	cluster-NILE20020	cluster-NILE20009	0
Entity	gold	cluster-NILE20020	cluster-NILE20010	0
Entity	gold	cluster-NILE20020	cluster-NILE20011	0
Entity	gold	cluster-NILE20020	cluster-NILE20012	0
Entity	gold	cluster-NILE20020	cluster-NILE20013	0
Entity	gold	cluster-NILE20020	cluster-NILE20014	0
Entity	gold	cluster-NILE20020	cluster-NILE20015	0
Entity	gold	cluster-NILE20020	cluster-NILE20016	0
Entity	gold	cluster-NILE20020	cluster-NILE20017	0
Entity	gold	cluster-NILE20020	cluster-NILE20018	0
Entity	gold	cluster-NILE20020	cluster-NILE20019	0
Entity	gold	cluster-NILE20020	cluster-NILE20020	6
Entity	gold	cluster-NILE20020	cluster-NILE20021	0
Entity	gold	cluster-NILE20020	cluster-NILE20022	0
Entity	gold	cluster-NILE20020	cluster-NILE20023	0
Entity	gold	cluster-NILE20021	cluster-NILE20001	0
Entity	gold	cluster-NILE20021	cluster-NILE20002	0
Entity	gold	cluster-NILE20021	cluster-NILE20003	0
Entity	gold	cluster-NILE20021	cluster-NILE20004	0
Entity	gold	cluster-NILE20021	cluster-NILE20005	0
Entity	gold	cluster-NILE20021	cluster-NILE20006	0
Entity	gold	cluster-NILE20021	cluster-NILE20007	0
Entity	gold	cluster-NILE20021	cluster-NILE20008	0
Entity	gold	cluster-NILE20021	cluster-NILE20009	0
Entity	gold	cluster-NILE20021	cluster-NILE20010	0
Entity	gold	cluster-NILE20021	cluster-NILE20011	0
Entity	gold	cluster-NILE20021	cluster-NILE20012	0
Entity	gold	cluster-NILE20021	cluster-NILE20013	0
Entity	gold	cluster-NILE20021	cluster-NILE20014	0
Entity	gold	cluster-NILE20021	cluster-NILE20015	0
Entity	gold	cluster-NILE20021	cluster-NILE20016	0
Entity	gold	cluster-NILE20021	cluster-NILE20017	0
Entity	gold	cluster-NILE20021	cluster-NILE20018	0
Entity	gold	cluster-NILE20021	cluster-NILE20019	0
Entity	gold	cluster-NILE20021	cluster-NILE20020	0
Entity	gold	cluster-NILE20021	cluster-NILE20021	1
Entity	gold	cluster-NILE20021	cluster-NILE20022	0
Entity	gold	cluster-NILE20021	cluster-NILE20023	0
Entity	gold	cluster-NILE20022	cluster-NILE20001	0
Entity	gold	cluster-NILE20022	cluster-NILE20002	0
Entity	gold	cluster-NILE20022	cluster-NILE20003	0
Entity	gold	cluster-NILE20022	cluster-NILE20004	0
Entity	gold	cluster-NILE20022	cluster-NILE20005	0
Entity	gold	cluster-NILE20022	cluster-NILE20006	0
Entity	gold	cluster-NILE20022	cluster-NILE20007	0
Entity	gold	cluster-NILE20022	cluster-NILE20008	0
Entity	gold	cluster-NILE20022	cluster-NILE20009	0
Entity	gold	cluster-NILE20022	cluster-NILE20010	0
Entity	gold	cluster-NILE20022	cluster-NILE20011	0
Entity	gold	cluster-NILE20022	cluster-NILE20012	0
Entity	gold	cluster-NILE20022	cluster-NILE20013	0
Entity	gold	cluster-NILE20022	cluster-NILE20014	0
Entity	gold	cluster-NILE20022	cluster-NILE20015	0
Entity	gold	cluster-NILE20022	cluster-NILE20016	0
Entity	gold	cluster-NILE20022	cluster-NILE20017	0
Entity	gold	cluster-NILE20022	cluster-NILE20018	0
Entity	gold	cluster-NILE20022	cluster-NILE20019	0
Entity	gold	cluster-NILE20022	cluster-NILE20020	0
Entity	gold	cluster-NILE20022	cluster-NILE20021	0
Entity	gold	cluster-NILE20022	cluster-NILE20022	1
Entity	gold	cluster-NILE20022	cluster-NILE20023	0
Entity	gold	cluster-NILE20023	cluster-NILE20001	0
Entity	gold	cluster-NILE20023	cluster-NILE20002	0
Entity	gold	cluster-NILE20023	cluster-NILE20003	0
Entity	gold	cluster-NILE20023	cluster-NILE20004	0
Entity	gold	cluster-NILE20023	cluster-NILE20005	0
Entity	gold	cluster-NILE20023	cluster-NILE20006	0
Entity	gold	cluster-NILE20023	cluster-NILE20007	0
Entity	gold	cluster-NILE20023	cluster-NILE20008	0
Entity	gold	cluster-NILE20023	cluster-NILE20009	0
Entity	gold	cluster-NILE20023	cluster-NILE20010	0
Entity	gold	cluster-NILE20023	cluster-NILE20011	0
Entity	gold	cluster-NILE20023	cluster-NILE20012	0
Entity	gold	cluster-NILE20023	cluster-NILE20013	0
Entity	gold	cluster-NILE20023	cluster-NILE20014	0
Entity	gold	cluster-NILE20023	cluster-NILE20015	0
Entity	gold	cluster-NILE20023	cluster-NILE20016	0
Entity	gold	cluster-NILE20023	cluster-NILE20017	0
Entity	gold	cluster-NILE20023	cluster-NILE20018	0
Entity	gold	cluster-NILE20023	cluster-NILE20019	0
Entity	gold	cluster-NILE20023	cluster-NILE20020	0
Entity	gold	cluster-NILE20023	cluster-NILE20021	0
Entity	gold	cluster-NILE20023	cluster-NILE20022	0
Entity	gold	cluster-NILE20023	cluster-NILE20023	3
Relation	gold	cluster-NILR20001	cluster-NILR20001	0
Relation	gold	cluster-NILR20001	cluster-NILR20002	0
Relation	gold	cluster-NILR20001	cluster-NILR20003	0
Relation	gold	cluster-NILR20001	cluster-NILR20004	0
Relation	gold	cluster-NILR20001	cluster-NILR20005	0
Relation	gold	cluster-NILR20001	cluster-NILR20006	0
Relation	gold	cluster-NILR20001	cluster-NILR20007	0
Relation	gold	cluster-NILR20001	cluster-NILR20008	0
Relation	gold	cluster-NILR20002	cluster-NILR20001	0
Relation	gold	cluster-NILR20002	cluster-NILR20002	0
Relation	gold	cluster-NILR20002	cluster-NILR20003	0
Relation	gold	cluster-NILR20002	cluster-NILR20004	0
Relation	gold	cluster-NILR20002	cluster-NILR20005	0
Relation	gold	cluster-NILR20002	cluster-NILR20006	0
Relation	gold	cluster-NILR20002	cluster-NILR20007	0
Relation	gold	cluster-NILR20002	cluster-NILR20008	0
Relation	gold	cluster-NILR20003	cluster-NILR20001	0
Relation	gold	cluster-NILR20003	cluster-NILR20002	0
Relation	gold	cluster-NILR20003	cluster-NILR20003	1
Relation	gold	cluster-NILR20003	cluster-NILR20004	0
Relation	gold	cluster-NILR20003	cluster-NILR20005	0
Relation	gold	cluster-NILR20003	cluster-NILR20006	0
Relation	gold	cluster-NILR20003	cluster-NILR20007	0
Relation	gold	cluster-NILR20003	cluster-NILR20008	0
Relation	gold	cluster-NILR20004	cluster-NILR20001	0
Relation	gold	cluster-NILR20004	cluster-NILR20002	0
Relation	gold	cluster-NILR20004	cluster-NILR20003	0
Relation	gold	cluster-NILR20004	cluster-NILR20004	1
Relation	gold	cluster-NILR20004	cluster-NILR20005	0
Relation	gold	cluster-NILR20004	cluster-NILR20006	0
Relation	gold	cluster-NILR20004	cluster-NILR20007	0
Relation	gold	cluster-NILR20004	cluster-NILR20008	0
Relation	gold	cluster-NILR20005	cluster-NILR20001	0
Relation	gold	cluster-NILR20005	cluster-NILR20002	0
Relation	gold	cluster-NILR20005	cluster-NILR20003	0
Relation	gold	cluster-NILR20005	cluster-NILR20004	0
Relation	gold	cluster-NILR20005	cluster-NILR20005	1
Relation	gold	cluster-NILR20005	cluster-NILR20006	0
Relation	gold	cluster-NILR20005	cluster-NILR20007	0
Relation	gold	cluster-NILR20005	cluster-NILR20008	0
Relation	gold	cluster-NILR20006	cluster-NILR20001	0
Relation	gold	cluster-NILR20006	cluster-NILR20002	0
Relation	gold	cluster-NILR20006	cluster-NILR20003	0
Relation	gold	cluster-NILR20006	cluster-NILR20004	0
Relation	gold	cluster-NILR20006	cluster-NILR20005	0
Relation	gold	cluster-NILR20006	cluster-NILR20006	1
Relation	gold	cluster-NILR20006	cluster-NILR20007	0
Relation	gold	cluster-NILR20006	cluster-NILR20008	0
Relation	gold	cluster-NILR20007	cluster-NILR20001	0
Relation	gold	cluster-NILR20007	cluster-NILR20002	0
Relation	gold	cluster-NILR20007	cluster-NILR20003	0
Relation	gold	cluster-NILR20007	cluster-NILR20004	0
Relation	gold	cluster-NILR20007	cluster-NILR20005	0
Relation	gold	cluster-NILR20007	cluster-NILR20006	0
Relation	gold	cluster-NILR20007	cluster-NILR20007	1
Relation	gold	cluster-NILR20007	cluster-NILR20008	0
Relation	gold	cluster-NILR20008	cluster-NILR20001	0
Relation	gold	cluster-NILR20008	cluster-NILR20002	0
Relation	gold	cluster-NILR20008	cluster-NILR20003	0
Relation	gold	cluster-NILR20008	cluster-NILR20004	0
Relation	gold	cluster-NILR20008	cluster-NILR20005	0
Relation	gold	cluster-NILR20008	cluster-NILR20006	0
Relation	gold	cluster-NILR20008	cluster-NILR20007	0
Relation	gold	cluster-NILR20008	cluster-NILR20008	1
Event	gold	cluster-NILV20001	cluster-NILV20001	4
Event	gold	cluster-NILV20001	cluster-NILV20002	0
Event	gold	cluster-NILV20001	cluster-NILV20003	0
Event	gold	cluster-NILV20001	cluster-NILV20004	0
Event	gold	cluster-NILV20001	cluster-NILV20005	0
Event	gold	cluster-NILV20001	cluster-NILV20006	0
Event	gold	cluster-NILV20001	cluster-NILV20007	0
Event	gold	cluster-NILV20001	cluster-NILV20008	0
Event	gold	cluster-NILV20001	cluster-NILV20009	0
Event	gold	cluster-NILV20001	cluster-NILV20010	0
Event	gold	cluster-NILV20001	cluster-NILV20011	0
Event	gold	cluster-NILV20001	cluster-NILV20012	0
Event	gold	cluster-NILV20002	cluster-NILV20001	0
Event	gold	cluster-NILV20002	cluster-NILV20002	2
Event	gold	cluster-NILV20002	cluster-NILV20003	0
Event	gold	cluster-NILV20002	cluster-NILV20004	0
Event	gold	cluster-NILV20002	cluster-NILV20005	0
Event	gold	cluster-NILV20002	cluster-NILV20006	0
Event	gold	cluster-NILV20002	cluster-NILV20007	0
Event	gold	cluster-NILV20002	cluster-NILV20008	0
Event	gold	cluster-NILV20002	cluster-NILV20009	0
Event	gold	cluster-NILV20002	cluster-NILV20010	0
Event	gold	cluster-NILV20002	cluster-NILV20011	0
Event	gold	cluster-NILV20002	cluster-NILV20012	0
Event	gold	cluster-NILV20003	cluster-NILV20001	0
Event	gold	cluster-NILV20003	cluster-NILV20002	0
Event	gold	cluster-NILV20003	cluster-NILV20003	1
Event	gold	cluster-NILV20003	cluster-NILV20004	0
Event	gold	cluster-NILV20003	cluster-NILV20005	0
Event	gold	cluster-NILV20003	cluster-NILV20006	0
Event	gold	cluster-NILV20003	cluster-NILV20007	0
Event	gold	cluster-NILV20003	cluster-NILV20008	0
Event	gold	cluster-NILV20003	cluster-NILV20009	0
Event	gold	cluster-NILV20003	cluster-NILV20010	0
Event	gold	cluster-NILV20003	cluster-NILV20011	0
Event	gold	cluster-NILV20003	cluster-NILV20012	0
Event	gold	cluster-NILV20004	cluster-NILV20001	0
Event	gold	cluster-NILV20004	cluster-NILV20002	0
Event	gold	cluster-NILV20004	cluster-NILV20003	0
Event	gold	cluster-NILV20004	cluster-NILV20004	1
Event	gold	cluster-NILV20004	cluster-NILV20005	0
Event	gold	cluster-NILV20004	cluster-NILV20006	0
Event	gold	cluster-NILV20004	cluster-NILV20007	0
Event	gold	cluster-NILV20004	cluster-NILV20008	0
Event	gold	cluster-NILV20004	cluster-NILV20009	0
Event	gold	cluster-NILV20004	cluster-NILV20010	0
Event	gold	cluster-NILV20004	cluster-NILV20011	0
Event	gold	cluster-NILV20004	cluster-NILV20012	0
Event	gold	cluster-NILV20005	cluster-NILV20001	0
Event	gold	cluster-NILV20005	cluster-NILV20002	0
Event	gold	cluster-NILV20005	cluster-NILV20003	0
Event	gold	cluster-NILV20005	cluster-NILV20004	0
Event	gold	cluster-NILV20005	cluster-NILV20005	8
Event	gold	cluster-NILV20005	cluster-NILV20006	0
Event	gold	cluster-NILV20005	cluster-NILV20007	0
Event	gold	cluster-NILV20005	cluster-NILV20008	0
Event	gold	cluster-NILV20005	cluster-NILV20009	0
Event	gold	cluster-NILV20005	cluster-NILV20010	0
Event	gold	cluster-NILV20005	cluster-NILV20011	0
Event	gold	cluster-NILV20005	cluster-NILV20012	0
Event	gold	cluster-NILV20006	cluster-NILV20001	0
Event	gold	cluster-NILV20006	cluster-NILV20002	0
Event	gold	cluster-NILV20006	cluster-NILV20003	0
Event	gold	cluster-NILV20006	cluster-NILV20004	0
Event	gold	cluster-NILV20006	cluster-NILV20005	0
Event	gold	cluster-NILV20006	cluster-NILV20006	1
Event	gold	cluster-NILV20006	cluster-NILV20007	0
Event	gold	cluster-NILV20006	cluster-NILV20008	0
Event	gold	cluster-NILV20006	cluster-NILV20009	0
Event	gold	cluster-NILV20006	cluster-NILV20010	0
Event	gold	cluster-NILV20006	cluster-NILV20011	0
Event	gold	cluster-NILV20006	cluster-NILV20012	0
Event	gold	cluster-NILV20007	cluster-NILV20001	0
Event	gold	cluster-NILV20007	cluster-NILV20002	0
Event	gold	cluster-NILV20007	cluster-NILV20003	0
Event	gold	cluster-NILV20007	cluster-NILV20004	0
Event	gold	cluster-NILV20007	cluster-NILV20005	0
Event	gold	cluster-NILV20007	cluster-NILV20006	0
Event	gold	cluster-NILV20007	cluster-NILV20007	1
Event	gold	cluster-NILV20007	cluster-NILV20008	0
Event	gold	cluster-NILV20007	cluster-NILV20009	0
Event	gold	cluster-NILV20007	cluster-NILV20010	0
Event	gold	cluster-NILV20007	cluster-NILV20011	0
Event	gold	cluster-NILV20007	cluster-NILV20012	0
Event	gold	cluster-NILV20008	cluster-NILV20001	0
Event	gold	cluster-NILV20008	cluster-NILV20002	0
Event	gold	cluster-NILV20008	cluster-NILV20003	0
Event	gold	cluster-NILV20008	cluster-NILV20004	0
Event	gold	cluster-NILV20008	cluster-NILV20005	0
Event	gold	cluster-NILV20008	cluster-NILV20006	0
Event	gold	cluster-NILV20008	cluster-NILV20007	0
Event	gold	cluster-NILV20008	cluster-NILV20008	1
Event	gold	cluster-NILV20008	cluster-NILV20009	0
Event	gold	cluster-NILV20008	cluster-NILV20010	0
Event	gold	cluster-NILV20008	cluster-NILV20011	0
Event	gold	cluster-NILV20008	cluster-NILV20012	0
Event	gold	cluster-NILV20009	cluster-NILV20001	0
Event	gold	cluster-NILV20009	cluster-NILV20002	0
Event	gold	cluster-NILV20009	cluster-NILV20003	0
Event	gold	cluster-NILV20009	cluster-NILV20004	0
Event	gold	cluster-NILV20009	cluster-NILV20005	0
Event	gold	cluster-NILV20009	cluster-NILV20006	0
Event	gold	cluster-NILV20009	cluster-NILV20007	0
Event	gold	cluster-NILV20009	cluster-NILV20008	0
Event	gold	cluster-NILV20009	cluster-NILV20009	2
Event	gold	cluster-NILV20009	cluster-NILV20010	0
Event	gold	cluster-NILV20009	cluster-NILV20011	0
Event	gold	cluster-NILV20009	cluster-NILV20012	0
Event	gold	cluster-NILV20010	cluster-NILV20001	0
Event	gold	cluster-NILV20010	cluster-NILV20002	0
Event	gold	cluster-NILV20010	cluster-NILV20003	0
Event	gold	cluster-NILV20010	cluster-NILV20004	0
Event	gold	cluster-NILV20010	cluster-NILV20005	0
Event	gold	cluster-NILV20010	cluster-NILV20006	0
Event	gold	cluster-NILV20010	cluster-NILV20007	0
Event	gold	cluster-NILV20010	cluster-NILV20008	0
Event	gold	cluster-NILV20010	cluster-NILV20009	0
Event	gold	cluster-NILV20010	cluster-NILV20010	1
Event	gold	cluster-NILV20010	cluster-NILV20011	0
Event	gold	cluster-NILV20010	cluster-NILV20012	0
Event	gold	cluster-NILV20011	cluster-NILV20001	0
Event	gold	cluster-NILV20011	cluster-NILV20002	0
Event	gold	cluster-NILV20011	cluster-NILV20003	0
Event	gold	cluster-NILV20011	cluster-NILV20004	0
Event	gold	cluster-NILV20011	cluster-NILV20005	0
Event	gold	cluster-NILV20011	cluster-NILV20006	0
Event	gold	cluster-NILV20011	cluster-NILV20007	0
Event	gold	cluster-NILV20011	cluster-NILV20008	0
Event	gold	cluster-NILV20011	cluster-NILV20009	0
Event	gold	cluster-NILV20011	cluster-NILV20010	0
Event	gold	cluster-NILV20011	cluster-NILV20011	1
Event	gold	cluster-NILV20011	cluster-NILV20012	0
Event	gold	cluster-NILV20012	cluster-NILV20001	0
Event	gold	cluster-NILV20012	cluster-NILV20002	0
Event	gold	cluster-NILV20012	cluster-NILV20003	0
Event	gold	cluster-NILV20012	cluster-NILV20004	0
Event	gold	cluster-NILV20012	cluster-NILV20005	0
Event	gold	cluster-NILV20012	cluster-NILV20006	0
Event	gold	cluster-NILV20012	cluster-NILV20007	0
Event	gold	cluster-NILV20012	cluster-NILV20008	0
Event	gold	cluster-NILV20012	cluster-NILV20009	0
Event	gold	cluster-NILV20012	cluster-NILV20010	0
Event	gold	cluster-NILV20012	cluster-NILV20011	0
Event	gold	cluster-NILV20012	cluster-NILV20012	3
